0,0,10.1661,0.355104,-5,0,1.3,2,0.2
1,0,12.5484,0.591527,-5,0,1.3,2,0.2
2,0,7.32204,-0.121981,-5,0,1.3,2,0.2
3,0,6.80454,-0.840378,-5,0,1.3,2,0.2
4,0,8.83505,0.700012,-5,0,1.3,2,0.2
5,0,5.22366,0.534603,-5,0,1.3,2,0.2
6,0,13.6955,-1.04983,-5,0,1.3,2,0.2
7,0,10.86,-0.169845,-5,0,1.3,2,0.2
8,0,13.3129,-0.537441,-5,0,1.3,2,0.2
9,0,8.02955,-0.220624,-5,0,1.3,2,0.2
10,0,6.8633,0.219538,-5,0,1.3,2,0.2
11,0,14.7609,-0.691248,-5,0,1.3,2,0.2
12,0,13.4099,0.595504,-5,0,1.3,2,0.2
13,0,8.5263,0.131786,-5,0,1.3,2,0.2
14,0,6.81234,-0.414901,-5,0,1.3,2,0.2
15,0,13.6121,1.02084,-5,0,1.3,2,0.2
16,0,6.44566,0.049987,-5,0,1.3,2,0.2
17,0,6.77942,0.882897,-5,0,1.3,2,0.2
18,0,9.49843,-0.437641,-5,0,1.3,2,0.2
19,0,7.33229,-0.83939,-5,0,1.3,2,0.2
20,1,7.30007,7.71336,4,-10,1.3,2,0.2
21,1,8.3661,-4.19515,7,-10,1.3,2,0.2
22,1,7.11159,2.33605,7,-10,1.3,2,0.2
23,1,9.08833,-3.07669,7,-10,1.3,2,0.2
24,1,5.31014,5.48997,7,-10,1.3,2,0.2
25,1,8.41287,-2.02918,7,-10,1.3,2,0.2
26,1,6.82197,6.56831,7,-10,1.3,2,0.2
27,1,5.16702,1.22323,7,-10,1.3,2,0.2
28,1,4.80955,3.02277,7,-10,1.3,2,0.2
29,1,4.81247,0.709054,7,-10,1.3,2,0.2
30,1,7.60313,3.44689,7,-10,1.3,2,0.2
31,1,7.27581,-4.34495,7,-10,1.3,2,0.2
32,1,5.64473,2.23966,7,-10,1.3,2,0.2
33,1,7.97732,5.36411,7,-10,1.3,2,0.2
34,1,4.92712,6.6363,7,-10,1.3,2,0.2
35,1,9.18433,3.78468,7,-10,1.3,2,0.2
36,1,6.19649,4.20832,7,-10,1.3,2,0.2
37,1,8.55272,3.86263,7,-10,1.3,2,0.2
38,1,9.14131,4.63186,7,-10,1.3,2,0.2
39,1,6.79891,8.8685,7,-10,1.3,2,0.2
